velmagt			
velpur			
velsemd			
velunnari			
vemmilegur			
venediskur			
ventill			
verelsi			
vermút			
vers			
verslegur			
vert			
verönd			
veskú			
vesning			
vespa			
vesti			
vexla			
víbra			
viðundur			
vífilengjur			
vifta			
vigilia			
vigt			
víkingur			
vilkjör			
vindegg			
vinkill			
vinsli			
virkilegur			
visitt			
vísundur			
vítamín			
vitríl			
vóal			
vodéra			
voff			
volantur			
vollur			
volsa			
vúlkanskur			
vúrdera			
vyrsingkál			
Yankíi			
yard			
ymni			
ypir			
ypparlegur			
ýtarlega			
þéna			
þernaður			
þerskja			
þetiskur			
þeysill			
þjónn			
þorpari			
þorskur			
þrift			
þrukka			
þrúkka			
þrykkja			
þrýsta			
þröskur			
þusl			
þýða			
ætsa			
ambi			
ambra			
ampli			
ar			
arða			
ari			
baka			
bal			
bali			
balkan			
banki			
bar			
bara			
barða			
barki			
basta			
baula			
bermi			
bí			
bit			
bleða			
blikk			
blússa			
bók			
bóka			
bóla			
bolti			
bomsa			
brák			
bras			
bremsa			
bris			
brúka			
brum			
brýni			
buðla			
búi			
bukka			
bukki			
bulla			
búri			
burt			
byrða			
byssa			
bæsa			
bösull			
dammur			
dan			
dár			
della			
des			
doggur			
dokka			
don			
doppa			
dós			
draugur			
dregg			
dreki			
drundur			
dugga			
dúkka			
dúr			
dust			
ekta			
engill			
fals			
falur			
fantur			
feima			
fiðla			
fikta			
flos			
flosa			
flygill			
fokka			
frakki			
frugt			
frygð			
fura			
gá			
gafi			
gammi			
gargan			
gassi			
gedda			
gemsi			
ger			
gerð			
gígja			
gimba			
gípa			
glogg			
gola			
góss			
grand			
grein			
grotta			
gull			
gyllini			
gæi			
haf			
háfur			
hamall			
hanki			
harpa			
harri			
harsl			
haukur			
hekla			
herfi			
herma			
hexa			
hí			
hirsi			
hitta			
hjálmur			
hjúpa			
hnefi			
hóf			
hol			
hrókur			
hukla			
Humra			
húrra			
hvalur			
hvítur			
hytta			
hæla			
hæsa			
höstugur			
igla			
ikta			
jaga			
jungi			
kaðall			
Kaðall			
kál			
kampur			
kani			
kanína			
kanna			
kapall			
kar			
karfi			
karra			
karri			
keðja			
keis			
kellir			
kesja			
kilja			
kíll			
kimsa			
kinka			
kjóll			
kjusa			
klausa			
klekja			
klí			
klíð			
klikka			
klinka			
knappur			
kogari			
kók			
kokkur			
komma			
kompa			
kóngur			
koppa			
korki			
korpórall			
kort			
kóss			
kosta			
kostur			
krakk			
krampi			
krassi			
kró			
krúð			
krukka			
krús			
kúra			
kúskur			
kútta			
kvakla			
kvarði			
kveif			
kveita			
kviðra			
kvint			
kvistur			
kvæ			
kýla			
kylla			
kýta			
láð			
laski			
ledda			
leðja			
leður			
leikur			
lén			
leppur			
lepra			
lerki			
lest			
lína			
lind			
linsa			
lirfa			
lissa			
lista			
listi			
lóð			
lófi			
lómur			
lú			
lubba			
lúfa			
lúka			
lukka			
lukt			
lukta			
lumma			
lún			
lunka			
lunti			
lúpa			
lúr			
lúra			
lúta			
lyf			
lykkja			
lykt			
læra			
maka			
mákur			
mál			
mana			
mandla			
manga			
manna			
mappa			
mars			
marsvín			
mát			
máti			
mella			
melta			
menja			
menta			
meri			
merki			
minni			
mítur			
móða			
móður			
móra			
mudda			
múffa			
mugga			
múkur			
munkur			
mús			
múta			
nikka			
nunna			
ó			
okra			
ónn			
orða			
ós			
páll			
papi			
par			
pass			
passa			
passi			
past			
pati			
paus			
peli			
pella			
pési			
pía			
pikka			
pikkur			
píla			
plaga			
plan			
plata			
pláta			
plenta			
plógur			
porri			
port			
póstur			
prata			
púff			
pula			
pumpa			
puntur			
pupull			
purka			
púrra			
púslingur			
púss			
pussa			
pússa			
púta			
pæla			
raga			
raka			
ráma			
rams			
rasa			
rask			
raslandi			
rauði			
raust			
regla			
reiður			
reisa			
renna			
rétta			
reyfa			
riða			
rif			
rigga			
ríla			
ríll			
rím			
rímilegur			
ringa			
ringur			
rippa			
rís			
rist			
ritti			
rolla			
rór			
rósta			
rosti			
rót			
rotta			
rúða			
rúkragi			
rulla			
rúskinn			
rússi			
rúta			
rytta			
rækja			
sakka			
sál			
sáld			
Sami			
samt			
sámur			
sára			
segl			
serkur			
sigta			
siklingur			
simla			
sinni			
sjó			
skaði			
skák			
skálp			
skarfur			
skari			
skati			
skattera			
skauli			
skauti			
skefill			
skeið			
skelmir			
skenna			
skerfur			
skinna			
skissa			
skítt			
sko			
skonsa			
skrá			
skræða			
skræla			
skúffa			
skúlka			
skúm			
skumpa			
skunkur			
skytta			
slaðra			
slagari			
slanga			
slapur			
slefa			
slengi			
slumpa			
smekkur			
smúla			
snáð			
snitti			
sóló			
soppa			
spé			
spenna			
spil			
spíla			
spinka			
spjall			
spori			
spreka			
spreyta			
spæla			
steik			
steinka			
stella			
stelpa			
stemma			
stemning			
steppa			
stikk			
stíll			
stíma			
stóll			
stolsa			
stoppa			
strefa			
strípa			
strola			
stytta			
stæll			
summa			
súpa			
súrra			
svíta			
taft			
takk			
tala			
tara			
targa			
taska			
tasla			
tefra			
ters			
tesa			
tí			
tína			
tó			
tór			
trakt			
trappa			
treyja			
trippa			
trumba			
túða			
túss			
týpa			
typta			
undir			
úr			
úrna			
valka			
vals			
valta			
vanka			
vantur			
vara			
vatt			
vé			
vegna			
veisill			
vél			
vend			
veski			
vífa			
vika			
víl			
vín			
vinka			
víóla			
vípa			
vippa			
viska			
visla			
volla			
ýsa			
ysta			
þerna			
þorn			
þrúga			
þruska			
þúst			
öndrur			
adíu			
adjö			
admíráll			
aðmíráll			
aksión			
aktión			
aksjón			
Aldeigja			
Aldeigjuborg			
alpaka			
alpakka			
alvarr			
afarr			
amaba			
amöba			
andagt			
andakt			
appella			
appellera			
arkíf			
arkív			
auvi			
aufi			
baldera			
baldýra			
battingur			
böttungur			
bínafn			
bínefni			
bjának			
bjannak			
blíat			
blíaz			
blúsa			
bóma			
bomma			
bossi			
boss			
braggi			
brakki			
brakún			
brekan			
brekán			
brigg			
brikk			
bugta			
bukta			
bukkur			
búkki			
bokki			
burdeigja			
burdia			
buss			
bússa			
búza			
býti			
bíti			
damm			
djákn			
djákni			
dóminó			
domminó			
drossía			
drosja			
drúfa			
drúa			
drylla			
drulla			
dufl			
dubl			
dúkönd			
duggönd			
dúndra			
efilskífa			
eplaskífa			
ermiti			
erimiti			
ers			
ess			
essi			
farél			
faríel			
fóra			
herfóra			
fragt			
frakt			
fría			
frjá			
frukt			
frunsa			
frumsa			
frykta			
frukta			
fýrspýta			
fisspýta			
gaflak			
gaflok			
galjárn			
galíón			
gasti			
gastr			
geretti			
gerefti			
gigt			
gikt			
gísl			
gísli			
glim			
glím			
golgur			
golgurhljóð			
gran			
grassera			
grasséra			
Gró			
Gróa			
grótta			
grotti			
grótti			
hermilín			
hermelín			
hóvera			
hófera			
hufflegur			
hupplegur			
hyppa			
huppa			
innvols			
innvol			
Inúk			
Inúki			
jafi			
javi			
jagt			
jakt			
jersí			
jersey			
jobb			
jógúrt			
júgúrt			
kadetta			
katetta			
kakalofn			
kakalónn			
kalott			
karlot			
kanel			
kanill			
kannski			
kannske			
kantilena			
kantilia			
karbíður			
karbítur			
karnop			
karnap			
kíkhósti			
kíghósti			
klare			
klaret			
kleinsmiður			
klénsmiður			
klíka			
klýfir			
klýfur			
knekt			
knekti			
koffur			
kofur			
kofort			
koffort			
konstabl			
konstafl			
krúkk			
krunk			
krumur			
krummur			
krussa			
krusa			
kúff			
kúffur			
kuggi			
kuggur			
kújón			
kújóni			
kúlí			
kúlíi			
kvars			
kvarz			
kvátra			
kvotra			
kvintur			
kæi			
kaji			
kæmeistari			
kæimeistari			
köngurváfa			
kǫngurváfa			
körrur			
körur			
laðrón			
laðrúnn			
lasting			
lastingur			
lens			
léns			
leó			
león			
límónaði			
lemonaðe			
lóðs			
lúa			
malamúkki			
malimúkki			
mar			
marr			
María			
Máría			
máski			
máske			
minþak			
minnþak			
misseri			
missiri			
monsér			
monsjör			
múkorta			
múgorta			
múslím			
múslem			
möslaður			
möslóttur			
namm			
nammi			
nipur			
nípur			
ótugt			
ótukt			
pampa			
pampaslétta			
pen			
penn			
perta			
pert			
pjastur			
pjastri			
plasera			
plaséra			
portvín			
púrtvín			
pre			
præ			
príll			
préll			
prinsíp			
prinsipp			
prócessía			
prósessía			
prussiningur			
presenningur			
pöpull			
pöbull			
rabat			
rabbat			
Rabiti			
Rábíti			
rein			
reina			
rennisteinn			
rennusteinn			
renus			
rénus			
ribs			
rifs			
rós			
rósa			
runtur			
runt			
rúsína			
rúsin			
rýtingur			
rýtningur			
sebra			
sebrahestur			
séffi			
séfi			
sena			
sina			
siffra			
sifra			
siffrugarn			
siffurgarn			
skarlak			
skarlakan			
skeppa			
skeffa			
skermir			
skermur			
skítti			
skolpur			
skólpur			
skubba			
skúbba			
slaufa			
slauffa			
smók			
smókur			
smotterí			
smodderí			
snafs			
snaps			
snitzel			
snitsel			
spaldener			
spaldenære			
sparlak			
sparlakan			
speia			
speja			
spekála			
spekára			
spísa			
spíssa			
spita			
spíta			
sporsla			
sportla			
stafl			
stafróf			
stafrof			
sterbú			
sterfbú			
sterín			
stearín			
sterlingur			
sterling			
stift			
stifti			
stífudans			
stífidans			
sumbl			
suml			
svinta			
svunta			
svolna			
svólna			
tafelúr			
taffelúr			
tarfur			
tarfi			
tattóvera			
tattuera			
teater			
theater			
tékki			
tékkur			
terpentína			
terbentína			
tesaurr			
tesaurus			
tess			
tes			
tetra			
tetraklór			
tinna			
rokktinna			
titlingur			
tittlingur			
toddí			
toddý			
tragidía			
tragedía			
trill			
trilli			
tukt			
tugt			
tvíd			
tvít			
töplur			
töflur			
ullabi			
ullabjakk			
valsi			
vampíra			
vampýra			
vanti			
vapla			
vappla			
vaski			
vaskur			
vesen			
vesin			
vexelbréf			
vexel			
violat			
vielet			
vips			
vipps			
vísitasía			
vísitatia			
vitriol			
vitrjol			
votera			
vótera			
